service,usage,status,timestamp
Electricity,3436.11,Operational,2024-11-25 23:30:23
Waste Management,1430.29,Operational,2024-11-25 23:30:28
Electricity,280.85,Partially Operational,2024-11-25 23:30:33
Water,9137.16,Operational,2024-11-25 23:30:38
Water,2543.91,Partially Operational,2024-11-25 23:30:43
Waste Management,4953.6,Non-Operational,2024-11-25 23:30:48
Electricity,2089.73,Partially Operational,2024-11-25 23:30:53
Waste Management,490.47,Non-Operational,2024-11-25 23:30:58
Electricity,3020.19,Operational,2024-11-25 23:31:03
Waste Management,479.35,Operational,2024-11-25 23:31:08
Waste Management,6111.2,Partially Operational,2024-11-25 23:31:13
Waste Management,1121.67,Partially Operational,2024-11-25 23:31:18
Waste Management,7683.92,Non-Operational,2024-11-25 23:31:23
Waste Management,5107.3,Partially Operational,2024-11-25 23:31:28
Waste Management,3492.83,Operational,2024-11-25 23:31:33
Waste Management,9291.76,Operational,2024-11-25 23:31:38
Water,8056.34,Partially Operational,2024-11-25 23:31:43
Electricity,8593.1,Operational,2024-11-25 23:31:48
Water,5429.13,Operational,2024-11-25 23:31:53
Electricity,3144.29,Partially Operational,2024-11-25 23:31:58
Electricity,2003.96,Partially Operational,2024-11-25 23:32:03
Waste Management,7350.34,Non-Operational,2024-11-25 23:32:08
Electricity,804.81,Non-Operational,2024-11-25 23:32:13
Electricity,2455.88,Non-Operational,2024-11-25 23:32:18
Electricity,2776.32,Non-Operational,2024-11-25 23:32:23
Waste Management,4130.27,Operational,2024-11-25 23:32:28
Waste Management,510.32,Non-Operational,2024-11-25 23:32:33
Waste Management,5907.01,Operational,2024-11-25 23:32:38
Electricity,5236.83,Partially Operational,2024-11-25 23:32:43
Waste Management,2702.23,Non-Operational,2024-11-25 23:32:48
Water,1880.8,Operational,2024-11-25 23:32:53
Water,179.11,Non-Operational,2024-11-25 23:32:58
Electricity,4832.67,Non-Operational,2024-11-25 23:33:03
Water,1125.71,Partially Operational,2024-11-25 23:33:08
Water,5687.05,Partially Operational,2024-11-25 23:33:13
Water,9089.68,Operational,2024-11-25 23:33:18
Waste Management,3002.82,Partially Operational,2024-11-25 23:33:23
Electricity,6916.35,Operational,2024-11-25 23:33:28
Waste Management,9759.0,Non-Operational,2024-11-25 23:33:33
Water,7467.86,Partially Operational,2024-11-25 23:33:38
Waste Management,9064.0,Partially Operational,2024-11-25 23:33:43
Water,6342.34,Partially Operational,2024-11-25 23:33:48
Water,1095.56,Operational,2024-11-26 10:08:55
Electricity,2938.46,Non-Operational,2024-11-26 10:09:00
Waste Management,5701.51,Non-Operational,2024-11-26 10:09:05
Waste Management,8859.17,Operational,2024-11-26 10:09:10
Electricity,4527.9,Partially Operational,2024-11-26 10:09:15
Water,8294.1,Non-Operational,2024-11-26 10:09:20
Waste Management,9819.83,Operational,2024-11-26 10:09:25
Electricity,200.39,Partially Operational,2024-11-26 10:09:30
Waste Management,6741.61,Non-Operational,2024-11-26 10:09:35
Waste Management,1142.44,Operational,2024-11-26 10:09:40
Waste Management,7781.97,Partially Operational,2024-11-26 10:09:45
Water,4379.8,Operational,2024-11-26 10:09:50
Electricity,6914.07,Operational,2024-11-26 10:09:55
Water,443.22,Non-Operational,2024-11-26 10:10:00
Water,1042.22,Non-Operational,2024-11-26 10:10:05
Waste Management,1359.05,Partially Operational,2024-11-26 10:10:10
Waste Management,4925.31,Partially Operational,2024-11-26 10:10:15
Waste Management,7367.29,Partially Operational,2024-11-26 10:10:20
Electricity,2522.59,Partially Operational,2024-11-26 10:10:25
Electricity,2781.07,Operational,2024-11-26 10:10:30
Waste Management,2929.67,Partially Operational,2024-11-26 10:10:35
Waste Management,7660.94,Non-Operational,2024-11-26 10:10:40
Water,8501.51,Non-Operational,2024-11-26 10:10:45
Electricity,8637.55,Non-Operational,2024-11-26 10:10:50
Electricity,2487.04,Operational,2024-11-26 10:10:55
Water,6985.42,Non-Operational,2024-11-26 10:11:00
Waste Management,6896.42,Non-Operational,2024-11-26 10:11:05
Waste Management,7488.9,Non-Operational,2024-11-26 10:11:10
Water,7138.66,Operational,2024-11-26 10:11:15
Waste Management,9872.87,Operational,2024-11-26 10:11:20
Waste Management,656.59,Non-Operational,2024-11-26 10:11:25
Waste Management,9687.78,Operational,2024-11-26 10:11:30
Waste Management,1495.97,Partially Operational,2024-11-26 10:11:35
Water,7473.96,Partially Operational,2024-11-26 10:11:40
Electricity,4503.95,Partially Operational,2024-11-26 10:11:45
Water,2459.51,Operational,2024-11-26 10:11:50
Waste Management,366.43,Non-Operational,2024-11-26 10:11:55
Waste Management,1578.14,Partially Operational,2024-11-26 10:12:00
Electricity,476.96,Partially Operational,2024-11-26 10:12:05
Electricity,5666.16,Operational,2024-11-26 10:12:10
Electricity,5306.81,Non-Operational,2024-11-26 10:12:15
Water,7230.86,Operational,2024-11-26 10:12:20
Electricity,8039.48,Operational,2024-11-26 10:12:25
Waste Management,1284.68,Operational,2024-11-26 10:12:30
Waste Management,2615.92,Operational,2024-11-26 10:12:35
Waste Management,8049.23,Non-Operational,2024-11-26 10:12:40
Water,1532.36,Operational,2024-11-26 10:12:45
Waste Management,318.56,Operational,2024-11-26 10:12:50
Electricity,8937.09,Partially Operational,2024-11-26 10:12:55
Electricity,4275.73,Partially Operational,2024-11-26 10:13:00
Electricity,7691.17,Operational,2024-11-26 10:13:05
Water,673.78,Non-Operational,2024-11-26 10:13:10
Waste Management,1597.87,Non-Operational,2024-11-26 10:13:15
Electricity,8660.47,Partially Operational,2024-11-26 10:13:20
Waste Management,1201.77,Partially Operational,2024-11-26 10:13:25
Electricity,9311.62,Operational,2024-11-26 10:13:30
Electricity,2466.13,Operational,2024-11-26 10:13:35
Electricity,7813.7,Partially Operational,2024-11-26 10:13:40
Water,1587.05,Partially Operational,2024-11-26 10:13:45
Electricity,842.22,Partially Operational,2024-11-26 10:13:50
Water,3425.69,Partially Operational,2024-11-26 10:13:55
Electricity,8407.53,Partially Operational,2024-11-26 10:14:00
Water,9275.36,Non-Operational,2024-11-26 10:14:05
Water,9264.79,Non-Operational,2024-11-26 10:14:10
Electricity,5415.26,Partially Operational,2024-11-26 10:14:16
Electricity,3889.26,Partially Operational,2024-11-26 10:14:21
Water,3783.65,Non-Operational,2024-11-26 10:14:26
Electricity,3275.75,Operational,2024-11-26 10:14:31
Waste Management,6884.81,Operational,2024-11-26 10:14:36
Waste Management,483.93,Partially Operational,2024-11-26 10:14:41
Waste Management,6801.04,Non-Operational,2024-11-26 10:14:46
Waste Management,407.32,Operational,2024-11-26 10:14:51
Electricity,8296.25,Operational,2024-11-26 10:14:56
Water,7428.34,Non-Operational,2024-11-26 10:15:01
Electricity,7612.53,Partially Operational,2024-11-26 10:15:06
Water,8021.64,Partially Operational,2024-11-26 10:15:11
Waste Management,3245.28,Non-Operational,2024-11-26 10:15:16
Waste Management,8184.46,Partially Operational,2024-11-26 10:15:21
Electricity,6867.9,Partially Operational,2024-11-26 10:15:26
Water,2035.36,Non-Operational,2024-11-26 10:15:31
Waste Management,5551.43,Partially Operational,2024-11-26 10:15:36
Waste Management,9606.2,Non-Operational,2024-11-26 10:15:41
Water,9795.56,Operational,2024-11-26 10:15:46
Waste Management,307.38,Operational,2024-11-26 10:15:51
Electricity,2425.48,Non-Operational,2024-11-26 10:15:56
Water,6752.37,Operational,2024-11-26 10:16:01
Water,888.79,Partially Operational,2024-11-26 10:16:06
Waste Management,6002.89,Partially Operational,2024-11-26 10:16:11
Electricity,1954.35,Operational,2024-11-26 10:16:16
Waste Management,1619.0,Non-Operational,2024-11-26 10:16:21
Electricity,5874.76,Operational,2024-11-26 10:16:26
Waste Management,6272.26,Partially Operational,2024-11-26 10:16:31
Waste Management,5336.5,Non-Operational,2024-11-26 10:16:36
Water,6025.09,Partially Operational,2024-11-26 10:16:41
Waste Management,3877.31,Operational,2024-11-26 10:16:46
Waste Management,4023.36,Non-Operational,2024-11-26 10:16:51
Electricity,797.53,Partially Operational,2024-11-26 10:16:56
Electricity,7998.59,Partially Operational,2024-11-26 10:17:01
Water,981.61,Partially Operational,2024-11-26 10:17:06
Electricity,743.48,Non-Operational,2024-11-26 10:17:11
Electricity,2158.18,Non-Operational,2024-11-26 10:17:16
Electricity,9375.47,Partially Operational,2024-11-26 10:17:21
Water,4177.43,Operational,2024-11-26 10:17:26
Waste Management,6450.38,Partially Operational,2024-11-26 10:17:31
Water,2873.69,Partially Operational,2024-11-26 10:17:36
Waste Management,485.51,Operational,2024-11-26 10:17:41
Electricity,5729.23,Non-Operational,2024-11-26 10:17:46
Electricity,2424.14,Partially Operational,2024-11-26 10:17:51
Waste Management,266.83,Operational,2024-11-26 10:17:56
Water,306.09,Non-Operational,2024-11-26 10:18:01
Electricity,4566.27,Partially Operational,2024-11-26 10:18:06
Waste Management,5127.2,Operational,2024-11-26 10:18:11
Waste Management,983.66,Partially Operational,2024-11-26 10:18:16
Water,5341.12,Partially Operational,2024-11-26 10:18:21
Waste Management,8737.11,Non-Operational,2024-11-26 10:18:26
Water,7018.31,Partially Operational,2024-11-26 10:18:31
Water,1277.38,Non-Operational,2024-11-26 10:18:36
Waste Management,6196.1,Non-Operational,2024-11-26 10:18:41
Electricity,3114.78,Non-Operational,2024-11-26 10:18:46
Waste Management,6786.6,Non-Operational,2024-11-26 10:18:51
Water,1403.5,Non-Operational,2024-11-26 10:18:56
Electricity,147.82,Non-Operational,2024-11-26 10:19:01
Waste Management,5496.92,Operational,2024-11-26 10:19:06
Waste Management,2797.29,Operational,2024-11-26 10:19:11
Waste Management,8666.03,Operational,2024-11-26 10:19:16
Water,6486.9,Partially Operational,2024-11-26 10:19:21
Waste Management,9148.53,Partially Operational,2024-11-26 10:19:26
Water,8021.98,Non-Operational,2024-11-26 10:19:31
Electricity,8837.72,Partially Operational,2024-11-26 10:19:36
Waste Management,8134.41,Operational,2024-11-26 10:19:41
Waste Management,6937.4,Operational,2024-11-26 10:19:46
Waste Management,9887.99,Partially Operational,2024-11-26 10:19:51
Electricity,8736.67,Non-Operational,2024-11-26 10:19:56
Waste Management,4561.91,Operational,2024-11-26 10:20:01
Waste Management,5859.48,Operational,2024-11-26 10:20:06
Water,3792.99,Partially Operational,2024-11-26 10:20:11
Waste Management,6653.85,Operational,2024-11-26 10:20:16
Waste Management,1827.78,Partially Operational,2024-11-26 10:20:21
Water,5836.76,Partially Operational,2024-11-26 10:20:26
Electricity,6250.34,Partially Operational,2024-11-26 10:20:31
Waste Management,2899.32,Partially Operational,2024-11-26 10:20:36
Water,7656.2,Non-Operational,2024-11-26 10:20:41
Water,6237.26,Operational,2024-11-26 10:20:46
Waste Management,8016.88,Operational,2024-11-26 10:20:51
Waste Management,7566.52,Operational,2024-11-26 10:20:56
Waste Management,139.54,Partially Operational,2024-11-26 10:21:01
Waste Management,9840.64,Operational,2024-11-26 10:21:06
Water,5373.59,Non-Operational,2024-11-26 10:21:11
Electricity,6164.03,Operational,2024-11-26 10:21:16
Electricity,5115.4,Partially Operational,2024-11-26 10:21:21
Water,7814.47,Partially Operational,2024-11-26 10:21:26
Electricity,6663.25,Non-Operational,2024-11-26 10:21:31
Electricity,570.52,Operational,2024-11-26 10:21:36
Electricity,1271.47,Operational,2024-11-26 10:21:41
Waste Management,3837.76,Non-Operational,2024-11-26 10:21:46
Electricity,5405.43,Partially Operational,2024-11-26 10:21:51
Electricity,2704.98,Operational,2024-11-26 10:21:56
Water,9270.29,Non-Operational,2024-11-26 10:22:02
Waste Management,2270.16,Non-Operational,2024-11-26 10:22:07
Water,3306.51,Non-Operational,2024-11-26 10:22:12
Waste Management,5537.33,Operational,2024-11-26 10:22:17
Water,8908.52,Operational,2024-11-26 10:22:22
Water,608.48,Operational,2024-11-26 10:22:27
Waste Management,7342.75,Partially Operational,2024-11-26 10:22:32
Electricity,9240.82,Operational,2024-11-26 10:22:37
Electricity,3078.93,Partially Operational,2024-11-26 10:22:42
Electricity,6179.07,Operational,2024-11-26 10:22:47
Waste Management,5101.19,Partially Operational,2024-11-26 10:22:52
Waste Management,3206.72,Partially Operational,2024-11-26 10:22:57
Waste Management,5694.42,Partially Operational,2024-11-26 10:23:02
Water,560.73,Operational,2024-11-26 10:23:07
Electricity,2523.99,Operational,2024-11-26 10:23:12
Water,8717.99,Partially Operational,2024-11-26 10:23:17
Waste Management,7893.91,Operational,2024-11-26 10:23:22
Waste Management,1282.59,Partially Operational,2024-11-26 10:23:27
Electricity,4733.01,Operational,2024-11-26 10:23:32
Electricity,2774.15,Partially Operational,2024-11-26 10:23:37
Electricity,8234.69,Operational,2024-11-26 10:23:42
Electricity,1193.77,Non-Operational,2024-11-26 10:23:47
Waste Management,4949.67,Operational,2024-11-26 10:23:52
Waste Management,5312.8,Non-Operational,2024-11-26 10:23:57
Waste Management,8742.53,Operational,2024-11-26 10:24:02
Electricity,218.75,Operational,2024-11-26 10:24:07
Waste Management,2051.94,Partially Operational,2024-11-26 10:24:12
Electricity,2151.46,Partially Operational,2024-11-26 10:24:17
Waste Management,5419.41,Non-Operational,2024-11-26 10:24:22
Waste Management,4841.96,Non-Operational,2024-11-26 10:24:27
Waste Management,8096.56,Operational,2024-11-26 10:24:32
Waste Management,9754.69,Non-Operational,2024-11-26 10:24:37
Water,8319.55,Operational,2024-11-26 10:24:42
Water,5122.02,Operational,2024-11-26 10:24:47
Electricity,5356.87,Non-Operational,2024-11-26 10:24:52
Water,1367.2,Non-Operational,2024-11-26 10:24:57
Water,2294.77,Partially Operational,2024-11-26 10:25:02
Electricity,7852.06,Non-Operational,2024-11-26 10:25:07
Water,8593.62,Non-Operational,2024-11-26 10:25:12
Waste Management,8572.2,Partially Operational,2024-11-26 10:25:17
Water,6863.61,Non-Operational,2024-11-26 10:25:22
Waste Management,7284.26,Partially Operational,2024-11-26 10:25:27
Water,1422.88,Partially Operational,2024-11-26 10:25:32
Waste Management,221.81,Partially Operational,2024-11-26 10:25:37
Waste Management,1892.76,Non-Operational,2024-11-26 10:25:42
Water,4358.61,Non-Operational,2024-11-26 10:25:47
Water,4548.51,Non-Operational,2024-11-26 10:25:52
Waste Management,9968.26,Non-Operational,2024-11-26 10:25:57
Waste Management,4783.69,Non-Operational,2024-11-26 10:26:02
Water,5877.98,Partially Operational,2024-11-26 10:26:07
Waste Management,1360.51,Operational,2024-11-26 10:26:12
Electricity,4028.71,Operational,2024-11-26 10:26:17
Water,9596.83,Non-Operational,2024-11-26 10:26:22
Electricity,2187.13,Non-Operational,2024-11-26 10:26:27
Electricity,1526.45,Partially Operational,2024-11-26 10:26:32
Waste Management,1242.23,Non-Operational,2024-11-26 10:26:37
Waste Management,7875.83,Operational,2024-11-26 10:26:42
Electricity,7118.88,Non-Operational,2024-11-26 10:26:47
Waste Management,5342.2,Partially Operational,2024-11-26 10:26:52
Waste Management,4034.72,Partially Operational,2024-11-26 10:26:57
Waste Management,7530.79,Partially Operational,2024-11-26 10:27:02
Water,3372.24,Partially Operational,2024-11-26 10:27:07
Waste Management,6614.03,Non-Operational,2024-11-26 10:27:12
Waste Management,360.85,Non-Operational,2024-11-26 10:27:17
Water,8807.58,Partially Operational,2024-11-26 10:27:22
Electricity,9272.88,Non-Operational,2024-11-26 10:27:27
Waste Management,6788.74,Non-Operational,2024-11-26 10:27:32
Water,2135.81,Operational,2024-11-26 10:27:37
Electricity,8896.26,Partially Operational,2024-11-26 10:27:42
Water,112.48,Partially Operational,2024-11-26 10:27:47
Waste Management,1888.33,Non-Operational,2024-11-26 10:27:52
Waste Management,8523.1,Operational,2024-11-26 10:27:57
Waste Management,8280.56,Operational,2024-11-26 10:28:02
Water,2741.71,Partially Operational,2024-11-26 10:28:07
Electricity,1013.8,Non-Operational,2024-11-26 10:28:12
Electricity,7523.52,Operational,2024-11-26 10:28:17
Water,8207.07,Partially Operational,2024-11-26 10:28:22
Electricity,556.97,Non-Operational,2024-11-26 10:28:27
Waste Management,1923.58,Partially Operational,2024-11-26 10:28:32
Electricity,4981.46,Non-Operational,2024-11-26 10:28:37
Waste Management,7065.73,Partially Operational,2024-11-26 10:28:42
Electricity,8769.99,Operational,2024-11-26 10:28:47
Electricity,8188.39,Operational,2024-11-26 10:28:52
Waste Management,2247.23,Partially Operational,2024-11-26 10:28:57
Electricity,8603.7,Non-Operational,2024-11-26 10:29:02
Water,2517.91,Operational,2024-11-26 10:29:07
Waste Management,8689.79,Operational,2024-11-26 10:29:13
Electricity,2136.63,Non-Operational,2024-11-26 10:29:18
Waste Management,9061.03,Non-Operational,2024-11-26 10:29:23
Waste Management,3831.81,Partially Operational,2024-11-26 10:29:28
Waste Management,460.78,Non-Operational,2024-11-26 10:29:33
Water,9560.11,Partially Operational,2024-11-26 10:29:38
Electricity,6733.68,Partially Operational,2024-11-26 10:29:43
