location,vehicle_count,average_speed,congestion_level,timestamp
Andheri,233,62.4,Low,2024-11-26 10:55:19
Vile Parle,944,72.34,Low,2024-11-26 10:55:24
Bhayandar,311,24.02,Low,2024-11-26 10:55:29
Kurla,832,99.4,Low,2024-11-26 10:55:34
Lower Parel,191,90.69,Moderate,2024-11-26 10:55:39
Thane,162,93.1,Low,2024-11-26 10:55:44
Saki Naka,658,69.78,Low,2024-11-26 10:55:49
Khar,282,40.94,High,2024-11-26 10:55:54
Marine Drive,550,27.9,High,2024-11-26 10:55:59
Malad,133,34.35,High,2024-11-26 10:56:04
Kandivali,313,82.73,Moderate,2024-11-26 10:56:09
Marine Drive,929,69.4,Moderate,2024-11-26 10:56:14
Lower Parel,766,48.38,Moderate,2024-11-26 10:56:19
Andheri,754,21.6,Low,2024-11-26 10:56:24
Malad,281,28.88,Moderate,2024-11-26 10:56:29
Bandra,833,61.83,Moderate,2024-11-26 10:56:34
Ghatkopar,77,67.98,Moderate,2024-11-26 10:56:39
Bhayandar,445,33.9,High,2024-11-26 10:56:44
Worli,686,96.42,Low,2024-11-26 10:56:49
Dahisar,846,53.65,Moderate,2024-11-26 10:56:54
Worli,658,46.75,Low,2024-11-26 10:56:59
Andheri,757,77.21,High,2024-11-26 10:57:04
Kurla,791,29.23,High,2024-11-26 10:57:09
Dadar,464,42.73,High,2024-11-26 10:57:14
Borivali,123,53.24,Moderate,2024-11-26 10:57:19
Kandivali East,390,67.02,High,2024-11-26 10:57:24
Mulund,847,42.82,High,2024-11-26 10:57:29
Chembur,441,30.61,High,2024-11-26 10:57:34
Mahalaxmi,404,42.35,High,2024-11-26 10:57:39
Nariman Point,143,24.51,High,2024-11-26 10:57:44
Marine Drive,291,78.03,Low,2024-11-26 10:57:49
Parel,196,99.53,Moderate,2024-11-26 10:57:54
Prabhadevi,226,71.69,Low,2024-11-26 10:57:59
Ghatkopar,868,72.5,Moderate,2024-11-26 10:58:04
Khar,855,88.69,High,2024-11-26 10:58:09
Mahalaxmi,464,75.44,Low,2024-11-26 10:58:14
Mulund,194,91.71,Low,2024-11-26 10:58:19
Versova,680,58.8,High,2024-11-26 10:58:24
Worli,331,84.78,Moderate,2024-11-26 10:58:29
Ghatkopar,928,57.43,High,2024-11-26 10:58:34
Bhayandar,462,85.37,Low,2024-11-26 10:58:39
Andheri,728,45.28,Low,2024-11-26 10:58:44
Malad,379,34.37,Low,2024-11-26 10:58:49
Prabhadevi,584,37.21,High,2024-11-26 10:58:54
Khar,937,74.83,High,2024-11-26 10:58:59
Prabhadevi,234,95.39,Moderate,2024-11-26 10:59:04
Thane,807,31.86,Low,2024-11-26 10:59:09
Lower Parel,365,28.43,Moderate,2024-11-26 10:59:14
Jogeshwari,238,76.9,Moderate,2024-11-26 10:59:19
Bandra,750,44.41,High,2024-11-26 10:59:24
Borivali,695,89.17,Low,2024-11-26 10:59:29
Colaba,549,81.32,Moderate,2024-11-26 10:59:34
Parel,307,63.82,Moderate,2024-11-26 10:59:39
Vashi,993,58.57,Moderate,2024-11-26 10:59:44
Kandivali,120,21.86,High,2024-11-26 10:59:49
Mulund,599,68.72,High,2024-11-26 10:59:54
Bhayandar,830,61.05,High,2024-11-26 10:59:59
Lower Parel,284,85.7,Moderate,2024-11-26 11:00:04
Malad,319,58.05,Low,2024-11-26 11:00:09
Nariman Point,554,83.45,Moderate,2024-11-26 11:00:14
Borivali,784,59.15,High,2024-11-26 11:00:19
Dahisar,367,60.45,Moderate,2024-11-26 11:00:24
Nariman Point,945,72.44,Moderate,2024-11-26 11:00:29
Versova,96,50.71,Moderate,2024-11-26 11:00:34
Marine Drive,66,86.51,Low,2024-11-26 11:00:39
Thane,173,88.06,Low,2024-11-26 11:00:44
Prabhadevi,524,80.54,Moderate,2024-11-26 11:00:49
Sion,996,67.01,Moderate,2024-11-26 11:00:54
Thane,709,76.7,High,2024-11-26 11:00:59
Marine Drive,115,84.67,Low,2024-11-26 11:01:04
Sion,357,86.27,High,2024-11-26 11:01:09
Santacruz,920,57.26,Low,2024-11-26 11:01:14
Thane,949,44.76,High,2024-11-26 11:01:19
Vashi,983,92.64,High,2024-11-26 11:01:24
Sion,849,68.18,Low,2024-11-26 11:01:29
Kurla,113,74.35,Low,2024-11-26 11:01:34
Mahalaxmi,579,50.23,Moderate,2024-11-26 11:01:39
Lower Parel,234,48.46,Low,2024-11-26 11:01:44
Santacruz,64,68.3,Low,2024-11-26 11:01:49
Versova,417,90.08,Moderate,2024-11-26 11:01:54
Nariman Point,968,79.3,Moderate,2024-11-26 11:01:59
Kandivali,582,26.65,Moderate,2024-11-26 11:02:04
Andheri,836,75.06,Moderate,2024-11-26 11:02:09
Lower Parel,991,22.07,High,2024-11-26 11:02:14
Kandivali West,595,38.2,High,2024-11-26 11:02:20
Colaba,420,69.1,Low,2024-11-26 11:02:25
Santacruz,734,27.07,Low,2024-11-26 11:02:30
Dahisar,180,29.17,Moderate,2024-11-26 11:02:35
Dadar,602,79.71,High,2024-11-26 11:02:40
Ghatkopar,660,67.22,Moderate,2024-11-26 11:02:45
Khar,616,61.08,Moderate,2024-11-26 11:02:50
Bandra,814,44.24,Moderate,2024-11-26 11:02:55
Dahisar,612,49.79,Low,2024-11-26 11:03:00
Borivali,261,41.97,Moderate,2024-11-26 11:03:05
Andheri,968,75.46,Moderate,2024-11-26 11:03:10
Worli,164,59.63,Low,2024-11-26 11:03:15
Thane,772,77.25,High,2024-11-26 11:03:20
Parel,865,95.48,Low,2024-11-26 11:03:25
Bandra,61,36.35,High,2024-11-26 11:03:30
Borivali,446,74.45,High,2024-11-26 11:03:35
Santacruz,888,83.46,Low,2024-11-26 11:03:40
Malad,144,84.8,Low,2024-11-26 11:03:45
Kurla,349,64.04,High,2024-11-26 11:03:50
Dahisar,237,66.93,High,2024-11-26 11:03:55
Versova,60,95.09,Moderate,2024-11-26 11:04:00
Dadar,74,51.92,Moderate,2024-11-26 11:04:05
Andheri,347,48.92,Low,2024-11-26 11:04:10
Colaba,587,41.04,Moderate,2024-11-26 11:04:15
Jogeshwari,405,42.87,Low,2024-11-26 11:04:20
Kandivali,733,41.45,Low,2024-11-26 11:04:25
Jogeshwari,809,44.57,Moderate,2024-11-26 11:04:30
Bhayandar,310,56.21,High,2024-11-26 11:04:35
Chembur,806,67.32,Moderate,2024-11-26 11:04:40
Kandivali East,906,90.54,High,2024-11-26 11:04:45
Marine Drive,92,86.98,Moderate,2024-11-26 11:04:50
Marine Drive,150,36.77,Low,2024-11-26 11:04:55
Borivali,783,92.64,High,2024-11-26 11:05:00
Bhayandar,684,90.33,Low,2024-11-26 11:05:05
Borivali,543,87.91,High,2024-11-26 11:05:10
Borivali,296,94.66,Low,2024-11-26 11:05:15
Kandivali East,495,28.42,Moderate,2024-11-26 11:05:20
Kandivali West,683,96.92,Moderate,2024-11-26 11:05:25
Nariman Point,648,67.09,Low,2024-11-26 11:05:30
Bhayandar,707,76.62,Low,2024-11-26 11:05:35
Bandra,137,86.51,High,2024-11-26 11:05:40
Parel,733,98.9,Moderate,2024-11-26 11:05:45
Bandra,892,70.51,High,2024-11-26 11:05:50
Jogeshwari,918,58.58,Moderate,2024-11-26 11:05:55
Bandra,160,85.47,Low,2024-11-26 11:06:00
Bhayandar,354,82.75,Moderate,2024-11-26 11:06:05
Santacruz,113,34.4,High,2024-11-26 11:06:10
Saki Naka,354,27.6,High,2024-11-26 11:06:15
Colaba,984,75.99,Low,2024-11-26 11:06:20
Versova,148,43.96,Low,2024-11-26 11:06:25
Marine Drive,876,90.11,Low,2024-11-26 11:06:30
Dahisar,653,89.26,High,2024-11-26 11:06:35
Mahalaxmi,226,73.66,High,2024-11-26 11:06:40
Kandivali,423,82.62,Low,2024-11-26 11:06:45
Bhayandar,648,76.91,High,2024-11-26 11:06:50
Jogeshwari,579,97.01,Low,2024-11-26 11:06:55
Matunga,66,74.09,Low,2024-11-26 11:07:00
Dahisar,922,85.14,High,2024-11-26 11:07:05
Kandivali East,846,66.15,High,2024-11-26 11:07:10
Kurla,926,63.93,Low,2024-11-26 11:07:15
Parel,399,84.95,Moderate,2024-11-26 11:07:20
Kandivali West,860,78.2,High,2024-11-26 11:07:25
Borivali,155,47.81,Low,2024-11-26 11:07:30
Dahisar,244,29.1,Low,2024-11-26 11:07:35
Sion,969,66.15,Low,2024-11-26 11:07:40
Borivali,676,26.07,High,2024-11-26 11:07:45
Borivali,889,67.62,High,2024-11-26 11:07:50
Bandra,549,40.45,High,2024-11-26 11:07:55
Versova,571,79.07,High,2024-11-26 11:08:00
Thane,771,70.43,Moderate,2024-11-26 11:08:05
Ghatkopar,934,43.33,Moderate,2024-11-26 11:08:10
Mulund,330,82.78,Moderate,2024-11-26 11:08:15
Kurla,157,91.7,Moderate,2024-11-26 11:08:20
Matunga,253,44.59,Moderate,2024-11-26 11:08:25
Santacruz,523,90.43,Moderate,2024-11-26 11:08:30
Prabhadevi,791,74.62,Low,2024-11-26 11:08:35
Bandra,332,25.9,Low,2024-11-26 11:08:40
Jogeshwari,928,69.92,Moderate,2024-11-26 11:08:45
Nariman Point,289,48.26,High,2024-11-26 11:08:50
Saki Naka,429,87.43,Moderate,2024-11-26 11:08:55
Dadar,950,48.33,High,2024-11-26 11:09:00
Borivali,130,35.11,High,2024-11-26 11:09:05
Nariman Point,857,99.33,High,2024-11-26 11:09:10
Vashi,625,54.65,High,2024-11-26 11:09:15
Thane,56,86.71,High,2024-11-26 11:09:20
Vashi,701,67.76,Moderate,2024-11-26 11:09:25
Kandivali,358,59.17,Moderate,2024-11-26 11:09:30
Lower Parel,784,58.74,Moderate,2024-11-26 11:09:35
Colaba,589,20.55,High,2024-11-26 11:09:40
Jogeshwari,110,55.92,High,2024-11-26 11:09:45
Andheri,652,77.92,Moderate,2024-11-26 11:09:50
Kandivali East,605,79.05,High,2024-11-26 11:09:55
Vashi,377,28.82,Low,2024-11-26 11:10:00
Vile Parle,297,24.56,Low,2024-11-26 11:10:05
Chembur,167,76.69,Moderate,2024-11-26 11:10:10
Thane,784,60.31,High,2024-11-26 11:10:15
Versova,673,48.83,Low,2024-11-26 11:10:20
Matunga,727,36.36,Low,2024-11-26 11:10:25
Nariman Point,161,58.37,Moderate,2024-11-26 11:10:30
Borivali,964,82.37,High,2024-11-26 11:10:35
Mulund,797,97.49,Moderate,2024-11-26 11:10:40
Borivali,116,92.08,High,2024-11-26 11:10:45
Malad,600,98.46,Moderate,2024-11-26 11:10:50
Nariman Point,485,57.61,Low,2024-11-26 11:10:55
Kandivali East,972,48.83,Low,2024-11-26 11:11:00
Marine Drive,235,22.8,Moderate,2024-11-26 11:11:05
Andheri,352,46.75,Low,2024-11-26 11:11:10
Parel,979,82.65,High,2024-11-26 11:11:15
Mulund,862,58.57,Moderate,2024-11-26 11:11:20
Borivali,183,68.59,Low,2024-11-26 11:11:25
Dadar,869,44.53,Moderate,2024-11-26 11:11:30
Nariman Point,499,34.42,High,2024-11-26 11:11:35
Dadar,427,36.24,High,2024-11-26 11:11:40
Sion,586,49.74,Low,2024-11-26 11:11:45
Khar,654,20.54,High,2024-11-26 11:11:50
Borivali,158,49.76,Low,2024-11-26 11:11:55
Bandra,479,55.44,Moderate,2024-11-26 11:12:00
Andheri,122,90.18,Low,2024-11-26 11:12:05
Chembur,635,53.69,Low,2024-11-26 11:12:10
Kurla,280,71.98,Moderate,2024-11-26 11:12:15
Chembur,503,96.0,Low,2024-11-26 11:12:20
Mulund,472,57.69,High,2024-11-26 11:12:25
Nariman Point,596,73.2,High,2024-11-26 11:12:30
Nariman Point,919,91.31,Moderate,2024-11-26 11:12:35
Matunga,119,60.54,High,2024-11-26 11:12:40
Chembur,483,99.61,Low,2024-11-26 11:12:45
Ghatkopar,237,45.54,Low,2024-11-26 11:12:50
Matunga,68,77.78,Low,2024-11-26 11:12:55
Bhayandar,667,26.83,High,2024-11-26 11:13:00
Ghatkopar,261,66.6,High,2024-11-26 11:13:05
Dahisar,192,97.94,High,2024-11-26 11:13:10
Thane,942,43.17,Moderate,2024-11-26 11:13:15
Vashi,698,85.89,Moderate,2024-11-26 11:13:20
Dahisar,516,96.07,High,2024-11-26 11:13:25
Saki Naka,953,31.73,High,2024-11-26 11:13:30
Vashi,70,86.29,Moderate,2024-11-26 11:13:35
Parel,148,84.51,Moderate,2024-11-26 11:13:40
Mulund,725,32.64,High,2024-11-26 11:13:45
Dahisar,404,49.32,Low,2024-11-26 11:13:50
Bhayandar,597,88.24,Low,2024-11-26 11:13:55
Andheri,860,46.55,Moderate,2024-11-26 11:14:00
Colaba,867,59.01,High,2024-11-26 11:14:05
Nariman Point,745,22.72,Moderate,2024-11-26 11:14:10
Vile Parle,845,29.34,Low,2024-11-26 11:14:15
Bhayandar,612,81.99,High,2024-11-26 11:14:20
Jogeshwari,541,66.59,Moderate,2024-11-26 11:14:25
Matunga,333,28.85,High,2024-11-26 11:14:30
Kandivali,804,84.35,Low,2024-11-26 11:14:35
Santacruz,970,63.3,Low,2024-11-26 11:14:40
Kandivali West,119,83.24,High,2024-11-26 11:14:45
Kandivali East,232,69.61,Moderate,2024-11-26 11:14:50
Sion,607,70.67,Moderate,2024-11-26 11:14:55
Matunga,114,97.27,High,2024-11-26 11:15:00
Bandra,99,24.59,High,2024-11-26 11:15:05
Santacruz,746,77.56,High,2024-11-26 11:15:10
Marine Drive,748,42.13,Low,2024-11-26 11:15:15
Khar,592,30.38,Low,2024-11-26 11:15:20
Colaba,365,62.65,Low,2024-11-26 11:15:25
Kandivali East,312,66.52,High,2024-11-26 11:15:30
Kandivali,433,43.83,Low,2024-11-26 11:15:35
Andheri,233,99.01,Low,2024-11-26 11:15:40
Jogeshwari,961,38.37,High,2024-11-26 11:15:45
Kandivali,138,45.97,Moderate,2024-11-26 11:15:50
Kandivali,804,22.94,Moderate,2024-11-26 11:15:55
Mahalaxmi,753,60.2,High,2024-11-26 11:16:00
Vashi,669,86.48,High,2024-11-26 11:16:05
Sion,961,34.23,Low,2024-11-26 11:16:10
Khar,519,56.29,Moderate,2024-11-26 11:16:15
Prabhadevi,395,21.67,Moderate,2024-11-26 11:16:20
Dadar,472,68.5,High,2024-11-26 11:16:25
Saki Naka,743,21.36,Moderate,2024-11-26 11:16:30
Lower Parel,165,80.56,Low,2024-11-26 11:16:35
Bhayandar,135,54.04,High,2024-11-26 11:16:40
Thane,413,90.84,Low,2024-11-26 11:16:45
Dadar,837,48.06,Low,2024-11-26 11:16:50
Kurla,695,66.86,High,2024-11-26 11:16:55
Mahalaxmi,524,54.7,High,2024-11-26 11:17:00
Bhayandar,928,55.11,Moderate,2024-11-26 11:17:05
Andheri,874,75.49,Low,2024-11-26 11:17:10
Kandivali West,848,66.62,Moderate,2024-11-26 11:17:15
Kandivali East,567,92.73,Low,2024-11-26 11:17:20
Dadar,566,37.27,High,2024-11-26 11:17:25
Andheri,287,70.51,High,2024-11-26 11:17:30
Dadar,176,26.51,Moderate,2024-11-26 11:17:35
Vile Parle,610,20.63,Low,2024-11-26 11:17:40
Versova,646,38.71,Low,2024-11-26 11:17:45
Parel,681,50.85,Moderate,2024-11-26 11:17:50
Vashi,155,90.85,High,2024-11-26 11:17:55
Ghatkopar,415,91.92,Moderate,2024-11-26 11:18:00
Dadar,336,69.8,Low,2024-11-26 11:18:05
Kandivali,112,95.61,High,2024-11-26 11:18:11
Versova,533,22.41,Low,2024-11-26 11:18:16
Vashi,1000,54.73,Moderate,2024-11-26 11:18:21
Malad,993,24.53,Low,2024-11-26 11:18:26
Parel,977,77.74,High,2024-11-26 11:18:31
Matunga,481,55.87,Moderate,2024-11-26 11:18:36
Borivali,233,98.38,High,2024-11-26 11:18:41
Matunga,491,82.73,Low,2024-11-26 11:18:46
Dadar,974,77.84,Moderate,2024-11-26 11:18:51
Mahalaxmi,598,20.48,High,2024-11-26 11:18:56
Bhayandar,395,83.39,Low,2024-11-26 11:19:01
Worli,759,35.04,Low,2024-11-26 11:19:06
Saki Naka,408,42.72,Low,2024-11-26 11:19:11
Borivali,96,66.82,Low,2024-11-26 11:19:16
Versova,435,57.78,Low,2024-11-26 11:19:21
Vile Parle,998,58.29,Moderate,2024-11-26 11:19:26
Nariman Point,237,30.27,Moderate,2024-11-26 11:19:31
Marine Drive,174,46.7,Low,2024-11-26 11:19:36
Bandra,851,23.35,High,2024-11-26 11:19:41
Malad,835,74.58,High,2024-11-26 11:19:46
Mulund,594,72.86,Moderate,2024-11-26 11:19:51
Kurla,370,94.39,Moderate,2024-11-26 11:19:56
Mulund,263,86.91,High,2024-11-26 11:20:01
Khar,210,28.83,Low,2024-11-26 11:20:06
Lower Parel,741,62.46,Moderate,2024-11-26 11:20:11
Malad,723,88.78,Moderate,2024-11-26 11:20:16
Vashi,559,47.64,Moderate,2024-11-26 11:20:21
Prabhadevi,937,30.87,High,2024-11-26 11:20:26
Kandivali East,735,23.41,Low,2024-11-26 11:20:31
Parel,56,20.31,High,2024-11-26 11:20:36
Parel,825,68.36,Moderate,2024-11-26 11:20:41
Mulund,955,61.68,High,2024-11-26 11:20:46
Colaba,155,51.05,High,2024-11-26 11:20:51
Kurla,446,51.84,High,2024-11-26 11:20:56
Mulund,143,21.41,Moderate,2024-11-26 11:21:01
Jogeshwari,449,34.18,High,2024-11-26 11:21:06
Nariman Point,361,89.26,High,2024-11-26 11:21:11
Parel,965,94.87,Moderate,2024-11-26 11:21:16
Ghatkopar,991,61.38,High,2024-11-26 11:21:21
Malad,775,27.22,High,2024-11-26 11:21:26
Colaba,147,75.56,Moderate,2024-11-26 11:21:31
Kandivali,673,22.28,High,2024-11-26 11:21:36
Parel,919,80.43,Moderate,2024-11-26 11:21:41
Sion,458,24.1,Low,2024-11-26 11:21:46
Bhayandar,923,75.33,Moderate,2024-11-26 11:21:51
Thane,916,20.77,Moderate,2024-11-26 11:21:56
Colaba,455,53.3,Low,2024-11-26 11:22:01
Dahisar,811,45.88,Moderate,2024-11-26 11:22:06
Kandivali West,298,80.97,Low,2024-11-26 11:22:11
Thane,881,84.59,High,2024-11-26 11:22:16
Mahalaxmi,874,77.38,Low,2024-11-26 11:22:21
Nariman Point,773,97.59,Moderate,2024-11-26 11:22:26
Nariman Point,152,99.2,High,2024-11-26 11:22:31
Andheri,903,92.71,High,2024-11-26 11:22:36
Matunga,995,92.6,Low,2024-11-26 11:22:41
Vile Parle,417,37.99,Moderate,2024-11-26 11:22:46
Vashi,497,69.82,Low,2024-11-26 11:22:51
Bandra,400,33.57,High,2024-11-26 11:22:56
Jogeshwari,865,41.37,Low,2024-11-26 11:23:01
Kurla,752,63.61,High,2024-11-26 11:23:06
Parel,372,21.15,High,2024-11-26 11:23:11
Ghatkopar,940,90.65,Low,2024-11-26 11:23:16
Prabhadevi,361,83.42,Moderate,2024-11-26 11:23:21
Vile Parle,201,51.43,High,2024-11-26 11:23:26
Vashi,172,54.15,Moderate,2024-11-26 11:23:31
Parel,480,59.79,Low,2024-11-26 11:23:36
Marine Drive,863,52.81,High,2024-11-26 11:23:41
Colaba,282,49.27,Moderate,2024-11-26 11:23:46
Bhayandar,867,83.67,Moderate,2024-11-26 11:23:51
Versova,184,38.85,High,2024-11-26 11:23:56
Parel,446,80.98,Moderate,2024-11-26 11:24:01
Dahisar,569,95.06,Moderate,2024-11-26 11:24:06
Andheri,583,36.35,Moderate,2024-11-26 11:24:11
Thane,890,30.62,High,2024-11-26 11:24:16
Andheri,223,86.56,Low,2024-11-26 11:24:21
Kandivali West,186,51.11,Moderate,2024-11-26 11:24:26
Lower Parel,632,41.66,Moderate,2024-11-26 11:24:31
Kurla,489,61.01,Moderate,2024-11-26 11:24:36
Bhayandar,880,57.05,Moderate,2024-11-26 11:24:41
Matunga,57,41.11,Moderate,2024-11-26 11:24:46
Dahisar,604,96.72,Moderate,2024-11-26 11:24:51
Dadar,302,29.1,High,2024-11-26 11:24:56
Jogeshwari,669,79.62,High,2024-11-26 11:25:01
Prabhadevi,91,36.59,High,2024-11-26 11:25:06
Nariman Point,575,86.59,Low,2024-11-26 11:25:11
Nariman Point,793,88.76,High,2024-11-26 11:25:16
Santacruz,715,37.3,Moderate,2024-11-26 11:25:21
Parel,207,84.97,Low,2024-11-26 11:25:26
Bandra,830,82.83,Moderate,2024-11-26 11:25:31
Andheri,580,30.86,Moderate,2024-11-26 11:25:36
Nariman Point,652,46.21,Moderate,2024-11-26 11:25:41
Kandivali West,143,88.94,High,2024-11-26 11:25:46
Dahisar,451,89.21,High,2024-11-26 11:25:51
Dadar,763,90.03,High,2024-11-26 11:25:56
Mahalaxmi,190,78.98,Moderate,2024-11-26 11:26:01
Malad,263,26.8,Low,2024-11-26 11:26:06
Sion,850,69.92,Moderate,2024-11-26 11:26:11
Kandivali East,540,23.2,Moderate,2024-11-26 11:26:16
Parel,77,28.04,Moderate,2024-11-26 11:26:21
Matunga,409,44.41,High,2024-11-26 11:26:26
Dahisar,660,66.52,Moderate,2024-11-26 11:26:31
Dadar,230,55.63,Moderate,2024-11-26 11:26:36
Bandra,898,59.64,Moderate,2024-11-26 11:26:41
Sion,72,71.83,Low,2024-11-26 11:26:46
Bandra,466,54.86,Moderate,2024-11-26 11:26:51
Andheri,328,91.53,Low,2024-11-26 11:26:56
Thane,213,90.78,Moderate,2024-11-26 11:27:01
Mulund,134,54.96,Moderate,2024-11-26 11:27:06
Bandra,806,21.28,High,2024-11-26 11:27:11
Santacruz,261,87.16,Low,2024-11-26 11:27:16
Worli,978,44.87,Moderate,2024-11-26 11:27:21
Worli,905,40.23,High,2024-11-26 11:27:26
Mulund,883,64.29,Moderate,2024-11-26 11:27:31
Santacruz,881,50.28,Low,2024-11-26 11:27:36
Ghatkopar,86,54.26,High,2024-11-26 11:27:41
Vashi,406,97.33,Moderate,2024-11-26 11:27:46
Marine Drive,531,28.05,Low,2024-11-26 11:27:51
Matunga,172,82.73,High,2024-11-26 11:27:56
Andheri,662,45.08,High,2024-11-26 11:28:01
Bandra,569,81.14,Low,2024-11-26 11:28:06
Mahalaxmi,712,78.11,High,2024-11-26 11:28:11
Vile Parle,158,31.09,High,2024-11-26 11:28:16
Dadar,803,65.72,High,2024-11-26 11:28:21
Bandra,331,83.61,Low,2024-11-26 11:28:26
Borivali,507,77.12,Low,2024-11-26 11:28:31
Jogeshwari,325,65.97,High,2024-11-26 11:28:36
Mahalaxmi,600,82.26,High,2024-11-26 11:28:41
Nariman Point,360,54.91,High,2024-11-26 11:28:46
Borivali,691,66.31,High,2024-11-26 11:28:52
Kandivali East,284,83.26,Moderate,2024-11-26 11:28:57
Worli,68,78.75,High,2024-11-26 11:29:02
Bandra,425,38.17,High,2024-11-26 11:29:07
Marine Drive,169,50.15,Moderate,2024-11-26 11:29:12
Saki Naka,64,33.26,Low,2024-11-26 11:29:17
Malad,348,68.08,Low,2024-11-26 11:29:22
Matunga,923,72.84,Low,2024-11-26 11:29:27
Jogeshwari,544,53.48,Moderate,2024-11-26 11:29:32
Dadar,581,37.09,Low,2024-11-26 11:29:37
Mahalaxmi,277,92.91,High,2024-11-26 11:29:42
Ghatkopar,646,78.64,Low,2024-11-26 11:29:47
Vile Parle,209,55.51,Moderate,2024-11-26 11:29:52
Bhayandar,135,23.07,Moderate,2024-11-26 11:29:57
Versova,300,71.91,Moderate,2024-11-26 11:30:02
Versova,832,58.35,High,2024-11-26 11:30:07
Thane,252,74.3,Low,2024-11-26 11:30:12
Nariman Point,946,69.87,Moderate,2024-11-26 11:30:17
Borivali,460,67.81,Low,2024-11-26 11:30:22
Marine Drive,265,47.42,Low,2024-11-26 11:30:27
Kandivali,402,71.32,High,2024-11-26 11:30:32
Chembur,718,94.02,Moderate,2024-11-26 11:30:37
Jogeshwari,633,28.93,Moderate,2024-11-26 11:30:42
Mahalaxmi,711,39.68,High,2024-11-26 11:30:47
Parel,167,85.68,Low,2024-11-26 11:30:52
Sion,60,52.71,Moderate,2024-11-26 11:30:57
Thane,358,39.53,Low,2024-11-26 11:31:02
Vile Parle,63,70.86,Low,2024-11-26 11:31:07
Jogeshwari,289,69.85,Low,2024-11-26 11:31:12
Nariman Point,247,74.22,Low,2024-11-26 11:31:17
Andheri,778,24.98,High,2024-11-26 11:31:22
Saki Naka,893,34.0,High,2024-11-26 11:31:27
Lower Parel,61,61.92,High,2024-11-26 11:31:32
Sion,488,70.55,Low,2024-11-26 11:31:37
Parel,354,97.25,High,2024-11-26 11:31:42
Dadar,587,98.8,Low,2024-11-26 11:31:47
Mahalaxmi,669,92.71,Moderate,2024-11-26 11:31:52
Bandra,114,38.05,Low,2024-11-26 11:31:57
Worli,906,83.12,High,2024-11-26 11:32:02
Sion,847,67.29,Low,2024-11-26 11:32:07
Bhayandar,961,33.36,Low,2024-11-26 11:32:12
Santacruz,745,74.62,Moderate,2024-11-26 11:32:17
Parel,944,33.99,High,2024-11-26 11:32:22
Parel,532,97.44,High,2024-11-26 11:32:27
Malad,718,29.47,High,2024-11-26 11:32:32
Andheri,145,93.67,High,2024-11-26 11:32:37
Lower Parel,202,54.45,Moderate,2024-11-26 11:32:42
Chembur,679,48.99,Low,2024-11-26 11:32:47
Kandivali West,86,35.67,Moderate,2024-11-26 11:32:52
Bandra,565,44.74,Moderate,2024-11-26 11:32:57
Worli,672,30.57,Low,2024-11-26 11:33:02
Andheri,635,80.02,High,2024-11-26 11:33:07
Kandivali West,359,78.39,Low,2024-11-26 11:33:12
Prabhadevi,703,38.76,Moderate,2024-11-26 11:33:17
Ghatkopar,286,90.84,High,2024-11-26 11:33:22
Prabhadevi,695,81.09,Moderate,2024-11-26 11:33:27
Mulund,396,20.43,Moderate,2024-11-26 11:33:32
Nariman Point,691,69.41,Low,2024-11-26 11:33:37
Dahisar,503,59.98,High,2024-11-26 11:33:42
Borivali,764,72.02,High,2024-11-26 11:33:47
Bandra,997,69.42,Moderate,2024-11-26 11:33:52
Colaba,243,72.93,High,2024-11-26 11:33:57
Jogeshwari,956,69.57,Low,2024-11-26 11:34:02
Vashi,775,88.61,Moderate,2024-11-26 11:34:07
Kurla,105,55.56,High,2024-11-26 11:34:12
Matunga,570,94.48,Low,2024-11-26 11:34:17
Dahisar,621,62.63,Low,2024-11-26 11:34:22
Santacruz,963,59.1,High,2024-11-26 11:34:27
Kandivali,616,50.42,Low,2024-11-26 11:34:32
Nariman Point,495,33.8,High,2024-11-26 11:34:37
Versova,185,97.11,High,2024-11-26 11:34:42
Colaba,407,80.64,Low,2024-11-26 11:34:47
Bandra,906,27.75,High,2024-11-26 11:34:52
Malad,886,49.96,High,2024-11-26 11:34:57
Khar,318,68.88,Low,2024-11-26 11:35:02
Matunga,903,95.08,Moderate,2024-11-26 11:35:07
Versova,386,74.24,High,2024-11-26 11:35:12
Dahisar,141,21.33,Low,2024-11-26 11:35:17
Parel,997,42.05,High,2024-11-26 11:35:22
Jogeshwari,473,51.65,High,2024-11-26 11:35:27
Jogeshwari,386,74.89,Moderate,2024-11-26 11:35:32
Andheri,799,90.08,High,2024-11-26 11:35:37
Kurla,441,42.85,Moderate,2024-11-26 11:35:42
Vile Parle,540,81.14,Moderate,2024-11-26 11:35:47
Khar,547,86.23,Low,2024-11-26 11:35:52
Kandivali,113,75.6,Low,2024-11-26 11:35:57
